run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	nominal_length	library_layout	read_count	base_count	study_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	bam_ftp
SRR22860043	SAMN32360900	SRX18818540	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	90757	292354730	PRJNA914892	268361147	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/043/SRR22860043/SRR22860043_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/043/SRR22860043	C154	
SRR22859974	SAMN32360872	SRX18818609	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	25381	72421859	PRJNA914892	66359578	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/074/SRR22859974/SRR22859974_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/074/SRR22859974	C133	
SRR22860046	SAMN32360800	SRX18818537	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	8055	50349465	PRJNA914892	46188149	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/046/SRR22860046/SRR22860046_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/046/SRR22860046	C1	
SRR22859856	SAMN32360816	SRX18818728	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	30142	168620059	PRJNA914892	154560332	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/056/SRR22859856/SRR22859856_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/056/SRR22859856	C257	
SRR22859975	SAMN32360871	SRX18818608	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	24833	82557161	PRJNA914892	75598666	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/075/SRR22859975/SRR22859975_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/075/SRR22859975	C351	
SRR23528614	SAMN33358653	SRX19421080	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1516348	457937096	PRJNA914892	82499614;82237664	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/014/SRR23528614/SRR23528614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/014/SRR23528614/SRR23528614_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/014/SRR23528614	C902	
SRR22859980	SAMN32360867	SRX18818603	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	25201	119278292	PRJNA914892	109276686	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/080/SRR22859980/SRR22859980_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/080/SRR22859980	C70	
SRR23528618	SAMN33358649	SRX19421076	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1609196	485977192	PRJNA914892	87546738;87244809	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/018/SRR23528618/SRR23528618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/018/SRR23528618/SRR23528618_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/018/SRR23528618	C895	
SRR22859857	SAMN32360959	SRX18818727	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	47409	120205359	PRJNA914892	110148474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/057/SRR22859857/SRR22859857_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/057/SRR22859857	C907	
SRR22859981	SAMN32360866	SRX18818602	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	25771	113311901	PRJNA914892	103875728	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/081/SRR22859981/SRR22859981_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/081/SRR22859981	C16	
SRR23528623	SAMN33358660	SRX19421071	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1562711	471938722	PRJNA914892	84728635;84267910	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/023/SRR23528623/SRR23528623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/023/SRR23528623/SRR23528623_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/023/SRR23528623	C883	
SRR22859982	SAMN32360865	SRX18818601	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	17753	78787822	PRJNA914892	74247297	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/082/SRR22859982/SRR22859982_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/082/SRR22859982	C32	
SRR22859862	SAMN32360954	SRX18818722	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	120662	499223442	PRJNA914892	472776576	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/062/SRR22859862/SRR22859862_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/062/SRR22859862	C901	
SRR23528624	SAMN33358659	SRX19421070	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1800669	543802038	PRJNA914892	96970537;96269842	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/024/SRR23528624/SRR23528624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/024/SRR23528624/SRR23528624_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/024/SRR23528624	C882	
SRR22859986	SAMN32360861	SRX18818597	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	33497	120061580	PRJNA914892	109899412	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/086/SRR22859986/SRR22859986_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/086/SRR22859986	C121	
SRR22859864	SAMN32360952	SRX18818720	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	47756	259903523	PRJNA914892	239226499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/064/SRR22859864/SRR22859864_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/064/SRR22859864	C862	
SRR23528627	SAMN33358656	SRX19421067	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1395156	421337112	PRJNA914892	75546899;75165510	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/027/SRR23528627/SRR23528627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/027/SRR23528627/SRR23528627_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/027/SRR23528627	C879	
SRR22859878	SAMN32360892	SRX18818706	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	14651	50065770	PRJNA914892	45685534	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/078/SRR22859878/SRR22859878_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/078/SRR22859878	C314	
SRR23528628	SAMN33358647	SRX19421066	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1946221	587758742	PRJNA914892	170489040;173010244	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/028/SRR23528628/SRR23528628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/028/SRR23528628/SRR23528628_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/028/SRR23528628	C893	
SRR22859987	SAMN32360860	SRX18818596	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	11982	75125902	PRJNA914892	68980310	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/087/SRR22859987/SRR22859987_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/087/SRR22859987	C353	
SRR22859990	SAMN32360858	SRX18818593	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	18473	55629982	PRJNA914892	50809329	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/090/SRR22859990/SRR22859990_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/090/SRR22859990	C195	
SRR22859882	SAMN32360889	SRX18818702	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	38662	126489411	PRJNA914892	119898177	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/082/SRR22859882/SRR22859882_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/082/SRR22859882	C349	
SRR22859992	SAMN32360856	SRX18818591	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	43918	162747115	PRJNA914892	149179406	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/092/SRR22859992/SRR22859992_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/092/SRR22859992	C240	
SRR22859883	SAMN32360888	SRX18818701	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	18815	43134145	PRJNA914892	39473927	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/083/SRR22859883/SRR22859883_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/083/SRR22859883	C233	
SRR22859998	SAMN32360902	SRX18818585	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	3543271	1070067842	PRJNA914892	303944530;309035336	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/098/SRR22859998/SRR22859998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/098/SRR22859998/SRR22859998_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/098/SRR22859998	C181	
SRR22860002	SAMN32360898	SRX18818581	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1642030	495893060	PRJNA914892	148459328;149550836	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/002/SRR22860002/SRR22860002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/002/SRR22860002/SRR22860002_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/002/SRR22860002	C311	
SRR22859885	SAMN32360886	SRX18818699	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	28319	83099816	PRJNA914892	76010449	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/085/SRR22859885/SRR22859885_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/085/SRR22859885	C312	
SRR22860003	SAMN32360897	SRX18818580	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	3451726	1042421252	PRJNA914892	309737197;314714335	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/003/SRR22860003/SRR22860003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/003/SRR22860003/SRR22860003_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/003/SRR22860003	C363	
SRR22859889	SAMN32360882	SRX18818695	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	39921	164409009	PRJNA914892	150989326	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/089/SRR22859889/SRR22859889_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/089/SRR22859889	C339	
SRR22860009	SAMN32360892	SRX18818574	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1582137	477805374	PRJNA914892	143243481;144181248	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/009/SRR22860009/SRR22860009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/009/SRR22860009/SRR22860009_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/009/SRR22860009	C314	
SRR22859893	SAMN32360879	SRX18818691	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	28026	110840097	PRJNA914892	101476192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/093/SRR22859893/SRR22859893_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/093/SRR22859893	C136	
SRR22860011	SAMN32360890	SRX18818572	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3681569	920392250	PRJNA914892	289580007;269218570	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/011/SRR22860011/SRR22860011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/011/SRR22860011/SRR22860011_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/011/SRR22860011	C333	
SRR22860013	SAMN32360888	SRX18818570	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1174801	354789902	PRJNA914892	109549563;105199672	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/013/SRR22860013/SRR22860013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/013/SRR22860013/SRR22860013_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/013/SRR22860013	C233	
SRR22859894	SAMN32360878	SRX18818690	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	27899	89635321	PRJNA914892	81989953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/094/SRR22859894/SRR22859894_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/094/SRR22859894	C276	
SRR22859895	SAMN32360877	SRX18818689	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	23796	63510936	PRJNA914892	58194839	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/095/SRR22859895/SRR22859895_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/095/SRR22859895	C206	
SRR22860021	SAMN32360920	SRX18818562	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	56211	178554481	PRJNA914892	163574065	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/021/SRR22860021/SRR22860021_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/021/SRR22860021	C271	
SRR22860023	SAMN32360919	SRX18818560	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	46795	62860369	PRJNA914892	57668785	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/023/SRR22860023/SRR22860023_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/023/SRR22860023	C267	
SRR22859896	SAMN32360876	SRX18818688	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	43120	178847557	PRJNA914892	163644613	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/096/SRR22859896/SRR22859896_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/096/SRR22859896	C91	
SRR22859899	SAMN32360946	SRX18818685	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1489249	449753198	PRJNA914892	127100759;130048363	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/099/SRR22859899/SRR22859899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/099/SRR22859899/SRR22859899_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/099/SRR22859899	C886	
SRR22860025	SAMN32360917	SRX18818558	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	113062	386221637	PRJNA914892	354219957	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/025/SRR22860025/SRR22860025_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/025/SRR22860025	C259	
SRR22859900	SAMN32360945	SRX18818684	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1460922	441198444	PRJNA914892	124712259;127343091	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/000/SRR22859900/SRR22859900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/000/SRR22859900/SRR22859900_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/000/SRR22859900	C885	
SRR22860034	SAMN32360909	SRX18818549	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	76847	213287827	PRJNA914892	194926825	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/034/SRR22860034/SRR22860034_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/034/SRR22860034	C230	
SRR22859903	SAMN32360942	SRX18818681	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2840718	857896836	PRJNA914892	246966220;252481671	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/003/SRR22859903/SRR22859903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/003/SRR22859903/SRR22859903_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/003/SRR22859903	C331	
SRR22860036	SAMN32360907	SRX18818547	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	105208	458758638	PRJNA914892	420315215	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/036/SRR22860036/SRR22860036_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/036/SRR22860036	C207	
SRR22859912	SAMN32360934	SRX18818672	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1574978	475643356	PRJNA914892	131740141;134252069	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/012/SRR22859912/SRR22859912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/012/SRR22859912/SRR22859912_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/012/SRR22859912	C865	
SRR22860044	SAMN32360810	SRX18818539	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	27376	202380740	PRJNA914892	185686638	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/044/SRR22860044/SRR22860044_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/044/SRR22860044	C18	
SRR22859913	SAMN32360933	SRX18818671	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1734950	523954900	PRJNA914892	146131868;149187681	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/013/SRR22859913/SRR22859913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/013/SRR22859913/SRR22859913_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/013/SRR22859913	C864	
SRR22963947	SAMN32538168	SRX18920526	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	3681569	920392250	PRJNA914892	289578679;269216459	ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/047/SRR22963947/SRR22963947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/047/SRR22963947/SRR22963947_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR229/047/SRR22963947	C308	
SRR23528612	SAMN33358655	SRX19421082	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2201986	664999772	PRJNA914892	189323628;190935685	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/012/SRR23528612/SRR23528612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/012/SRR23528612/SRR23528612_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/012/SRR23528612	C877	
SRR22859914	SAMN32360932	SRX18818670	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1426566	430822932	PRJNA914892	125735811;127491305	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/014/SRR22859914/SRR22859914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/014/SRR22859914/SRR22859914_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/014/SRR22859914	C863	
SRR23528613	SAMN33358654	SRX19421081	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2090521	631337342	PRJNA914892	112987630;112367418	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/013/SRR23528613/SRR23528613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/013/SRR23528613/SRR23528613_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/013/SRR23528613	C876	
SRR22859917	SAMN32360929	SRX18818667	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2700413	815524726	PRJNA914892	234429273;239173021	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/017/SRR22859917/SRR22859917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/017/SRR22859917/SRR22859917_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/017/SRR22859917	C321	
SRR22859920	SAMN32360830	SRX18818664	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	12968	100034361	PRJNA914892	91615767	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/020/SRR22859920/SRR22859920_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/020/SRR22859920	C88	
SRR23528615	SAMN33358652	SRX19421079	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1503225	453973950	PRJNA914892	89528126;89194994	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/015/SRR23528615/SRR23528615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/015/SRR23528615/SRR23528615_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/015/SRR23528615.lite	C899	
SRR22859921	SAMN32360803	SRX18818663	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	12902	69930104	PRJNA914892	64429772	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/021/SRR22859921/SRR22859921_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/021/SRR22859921	C11	
SRR23528617	SAMN33358650	SRX19421077	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1307512	394868624	PRJNA914892	114500166;116533933	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/017/SRR23528617/SRR23528617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/017/SRR23528617/SRR23528617_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/017/SRR23528617	C897	
SRR22859922	SAMN32360837	SRX18818661	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	898901	271468102	PRJNA914892	85317898;93331899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/022/SRR22859922/SRR22859922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/022/SRR22859922/SRR22859922_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/022/SRR22859922	C52	
SRR23528620	SAMN33358663	SRX19421074	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1541630	465572260	PRJNA914892	130719114;133358740	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/020/SRR23528620/SRR23528620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/020/SRR23528620/SRR23528620_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/020/SRR23528620	C861	
SRR22859923	SAMN32360821	SRX18818660	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	20482	147220501	PRJNA914892	134933448	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/023/SRR22859923/SRR22859923_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/023/SRR22859923	C36	
SRR23528622	SAMN33358661	SRX19421072	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1674976	505842752	PRJNA914892	98898255;98077533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/022/SRR23528622/SRR23528622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/022/SRR23528622/SRR23528622_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/022/SRR23528622.lite	C859	
SRR22859926	SAMN32360834	SRX18818657	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	788789	238214278	PRJNA914892	80647313;82431315	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/026/SRR22859926/SRR22859926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/026/SRR22859926/SRR22859926_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/026/SRR22859926	C13	
SRR23528621	SAMN33358662	SRX19421073	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1426566	430822932	PRJNA914892	125735870;127491291	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/021/SRR23528621/SRR23528621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/021/SRR23528621/SRR23528621_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/021/SRR23528621	C860	
SRR22859928	SAMN32360833	SRX18818653	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3784509	946127250	PRJNA914892	283433390;307100659	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/028/SRR22859928/SRR22859928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/028/SRR22859928/SRR22859928_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/028/SRR22859928	C265	
SRR23528626	SAMN33358657	SRX19421068	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1656776	500346352	PRJNA914892	89182518;88559633	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/026/SRR23528626/SRR23528626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/026/SRR23528626/SRR23528626_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/026/SRR23528626	C880	
SRR22859932	SAMN32360828	SRX18818651	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4291022	1072755500	PRJNA914892	308810997;346868684	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/032/SRR22859932/SRR22859932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/032/SRR22859932/SRR22859932_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/032/SRR22859932	C84	
